ID,Confirmed,Deaths
159,1059191,18894
160,30503,507
161,181308,1968
162,1244521,23639
163,686922,13106
164,352792,5700
165,304026,4813
166,429289,6196
167,445029,10153
168,50845,742
169,413936,8297
170,638836,17195
171,755306,17247
172,522851,6978
173,305470,7008
174,582175,8448
175,103984,1410
176,210197,2148
177,304072,5260
178,84732,1256
179,912725,24524
180,191934,3915
181,1848432,50069
182,918011,12243
183,103063,1489
184,1020605,19033
185,440512,4847
186,165212,2370
187,1034347,25138
188,137562,2623
189,551156,9097
190,118027,1926
191,812972,11885
192,2795316,48259
193,385760,2106
194,19487,225
195,621163,10373
196,368189,5241
197,141975,2687
198,637004,7320
199,56390,698
200,514625,10522
201,64220,313
202,842347,17014
203,329813,5660
204,3671177,59536
205,463773,6133
206,313659,7899
207,95339,1576
208,2057043,33741
209,1059191,18894
210,30503,507
211,181308,1968
212,1244521,23639
213,686922,13106
214,352792,5700
215,304026,4813
216,429289,6196
217,445029,10153
218,50845,742
219,413936,8297
220,638836,17195
221,755306,17247
222,522851,6978
223,305470,7008
224,582175,8448
225,103984,1410
226,210197,2148
227,304072,5260
228,84732,1256
229,912725,24524
230,191934,3915
231,1848432,50069
232,918011,12243
233,103063,1489
234,1020605,19033
235,440512,4847
236,165212,2370
237,1034347,25138
238,137562,2623
239,551156,9097
240,118027,1926
241,812972,11885
242,2795316,48259
243,385760,2106
244,19487,225
245,621163,10373
246,368189,5241
247,141975,2687
248,637004,7320
249,56390,698
250,514625,10522
251,64220,313
252,842347,17014
253,329813,5660
254,3671177,59536
255,463773,6133
256,313659,7899
257,95339,1576
258,2057043,33741
259,1059191,18894
260,30503,507
261,181308,1968
262,1244521,23639
263,686922,13106
264,352792,5700
265,304026,4813
266,429289,6196
267,445029,10153
268,50845,742
269,413936,8297
270,638836,17195
271,755306,17247
272,522851,6978
273,305470,7008
274,582175,8448
275,103984,1410
276,210197,2148
277,304072,5260
278,84732,1256
279,912725,24524
280,191934,3915
281,1848432,50069
282,918011,12243
283,103063,1489
284,1020605,19033
285,440512,4847
286,165212,2370
287,1034347,25138
288,137562,2623
289,551156,9097
290,118027,1926
291,812972,11885
292,2795316,48259
293,385760,2106
294,19487,225
295,621163,10373
296,368189,5241
297,141975,2687
298,637004,7320
299,56390,698
300,514625,10522
301,64220,313
302,842347,17014
303,329813,5660
304,3671177,59536
305,463773,6133
306,313659,7899
307,95339,1576
308,2057043,33741
309,1059191,18894
310,30503,507
311,181308,1968
312,1244521,23639
313,686922,13106
314,352792,5700
315,304026,4813
316,429289,6196
317,445029,10153
318,50845,742
319,413936,8297
320,638836,17195
321,755306,17247
322,522851,6978
323,305470,7008
324,582175,8448
325,103984,1410
326,210197,2148
327,304072,5260
328,84732,1256
329,912725,24524
330,191934,3915
331,1848432,50069
332,918011,12243
333,103063,1489
334,1020605,19033
335,440512,4847
336,165212,2370
337,1034347,25138
338,137562,2623
339,551156,9097
340,118027,1926
341,812972,11885
342,2795316,48259
343,385760,2106
344,19487,225
345,621163,10373
346,368189,5241
347,141975,2687
348,637004,7320
349,56390,698
350,514625,10522
351,64220,313
352,842347,17014
353,329813,5660
354,3671177,59536
355,463773,6133
356,313659,7899
357,95339,1576
358,2057043,33741
359,1059191,18894
360,30503,507
361,181308,1968
362,1244521,23639
363,686922,13106
364,352792,5700
365,304026,4813
366,429289,6196
367,445029,10153
368,50845,742
369,413936,8297
370,638836,17195
371,755306,17247
372,522851,6978
373,305470,7008
374,582175,8448
375,103984,1410
376,210197,2148
377,304072,5260
378,84732,1256
379,912725,24524
380,191934,3915
381,1848432,50069
382,918011,12243
383,103063,1489
384,1020605,19033
385,440512,4847
386,165212,2370
387,1034347,25138
388,137562,2623
389,551156,9097
390,118027,1926
391,812972,11885
392,2795316,48259
393,385760,2106
394,19487,225
395,621163,10373
396,368189,5241
397,141975,2687
398,637004,7320
399,56390,698
400,514625,10522
401,64220,313
402,842347,17014
403,329813,5660
404,3671177,59536
405,463773,6133
406,313659,7899
407,95339,1576
408,2057043,33741
409,1059191,18894
410,30503,507
411,181308,1968
412,1244521,23639
413,686922,13106
414,352792,5700
415,304026,4813
416,429289,6196
417,445029,10153
418,50845,742
419,413936,8297
420,638836,17195
421,755306,17247
422,522851,6978
423,305470,7008
424,582175,8448
425,103984,1410
426,210197,2148
427,304072,5260
428,84732,1256
429,912725,24524
430,191934,3915
431,1848432,50069
432,918011,12243
433,103063,1489
434,1020605,19033
435,440512,4847
436,165212,2370
437,1034347,25138
438,137562,2623
439,551156,9097
440,118027,1926
441,812972,11885
442,2795316,48259
443,385760,2106
444,19487,225
445,621163,10373
446,368189,5241
447,141975,2687
448,637004,7320
449,56390,698
450,514625,10522
451,64220,313
452,842347,17014
453,329813,5660
454,3671177,59536
455,463773,6133
456,313659,7899
457,95339,1576
458,2057043,33741
459,1059191,18894
460,30503,507
461,181308,1968
462,1244521,23639
463,686922,13106
464,352792,5700
465,304026,4813
466,429289,6196
467,445029,10153
468,50845,742
469,413936,8297
470,638836,17195
471,755306,17247
472,522851,6978
473,305470,7008
474,582175,8448
475,103984,1410
476,210197,2148
477,304072,5260
478,84732,1256
479,912725,24524
480,191934,3915
481,1848432,50069
482,918011,12243
483,103063,1489
484,1020605,19033
485,440512,4847
486,165212,2370
487,1034347,25138
488,137562,2623
489,551156,9097
490,118027,1926
491,812972,11885
492,2795316,48259
493,385760,2106
494,19487,225
495,621163,10373
496,368189,5241
497,141975,2687
498,637004,7320
499,56390,698
500,514625,10522
501,64220,313
502,842347,17014
503,329813,5660
504,3671177,59536
505,463773,6133
506,313659,7899
507,95339,1576
508,2057043,33741
509,1059191,18894
510,30503,507
511,181308,1968
512,1244521,23639
513,686922,13106
514,352792,5700
515,304026,4813
516,429289,6196
517,445029,10153
518,50845,742
519,413936,8297
520,638836,17195
521,755306,17247
522,522851,6978
523,305470,7008
524,582175,8448
525,103984,1410
526,210197,2148
527,304072,5260
528,84732,1256
529,912725,24524
530,191934,3915
531,1848432,50069
532,918011,12243
533,103063,1489
534,1020605,19033
535,440512,4847
536,165212,2370
537,1034347,25138
538,137562,2623
539,551156,9097
540,118027,1926
541,812972,11885
542,2795316,48259
543,385760,2106
544,19487,225
545,621163,10373
546,368189,5241
547,141975,2687
548,637004,7320
549,56390,698
550,514625,10522
551,64220,313
552,842347,17014
553,329813,5660
554,3671177,59536
555,463773,6133
556,313659,7899
557,95339,1576
558,2057043,33741
559,1059191,18894
560,30503,507
561,181308,1968
562,1244521,23639
563,686922,13106
564,352792,5700
565,304026,4813
566,429289,6196
567,445029,10153
568,50845,742
569,413936,8297
570,638836,17195
571,755306,17247
572,522851,6978
573,305470,7008
574,582175,8448
575,103984,1410
576,210197,2148
577,304072,5260
578,84732,1256
579,912725,24524
580,191934,3915
581,1848432,50069
582,918011,12243
583,103063,1489
584,1020605,19033
585,440512,4847
586,165212,2370
587,1034347,25138
588,137562,2623
589,551156,9097
590,118027,1926
591,812972,11885
592,2795316,48259
593,385760,2106
594,19487,225
595,621163,10373
596,368189,5241
597,141975,2687
598,637004,7320
599,56390,698
600,514625,10522
601,64220,313
602,842347,17014
603,329813,5660
604,3671177,59536
605,463773,6133
606,313659,7899
607,95339,1576
608,2057043,33741
609,1059191,18894
610,30503,507
611,181308,1968
612,1244521,23639
613,686922,13106
614,352792,5700
615,304026,4813
616,429289,6196
617,445029,10153
618,50845,742
619,413936,8297
620,638836,17195
621,755306,17247
622,522851,6978
623,305470,7008
624,582175,8448
625,103984,1410
626,210197,2148
627,304072,5260
628,84732,1256
629,912725,24524
630,191934,3915
631,1848432,50069
632,918011,12243
633,103063,1489
634,1020605,19033
635,440512,4847
636,165212,2370
637,1034347,25138
638,137562,2623
639,551156,9097
640,118027,1926
641,812972,11885
642,2795316,48259
643,385760,2106
644,19487,225
645,621163,10373
646,368189,5241
647,141975,2687
648,637004,7320
649,56390,698
650,514625,10522
651,64220,313
652,842347,17014
653,329813,5660
654,3671177,59536
655,463773,6133
656,313659,7899
657,95339,1576
658,2057043,33741
659,1059191,18894
660,30503,507
661,181308,1968
662,1244521,23639
663,686922,13106
664,352792,5700
665,304026,4813
666,429289,6196
667,445029,10153
668,50845,742
669,413936,8297
670,638836,17195
671,755306,17247
672,522851,6978
673,305470,7008
674,582175,8448
675,103984,1410
676,210197,2148
677,304072,5260
678,84732,1256
679,912725,24524
680,191934,3915
681,1848432,50069
682,918011,12243
683,103063,1489
684,1020605,19033
685,440512,4847
686,165212,2370
687,1034347,25138
688,137562,2623
689,551156,9097
690,118027,1926
691,812972,11885
692,2795316,48259
693,385760,2106
694,19487,225
695,621163,10373
696,368189,5241
697,141975,2687
698,637004,7320
699,56390,698
700,514625,10522
701,64220,313
702,842347,17014
703,329813,5660
704,3671177,59536
705,463773,6133
706,313659,7899
707,95339,1576
708,2057043,33741
709,1059191,18894
710,30503,507
711,181308,1968
712,1244521,23639
713,686922,13106
714,352792,5700
715,304026,4813
716,429289,6196
717,445029,10153
718,50845,742
719,413936,8297
720,638836,17195
721,755306,17247
722,522851,6978
723,305470,7008
724,582175,8448
725,103984,1410
726,210197,2148
727,304072,5260
728,84732,1256
729,912725,24524
730,191934,3915
731,1848432,50069
732,918011,12243
733,103063,1489
734,1020605,19033
735,440512,4847
736,165212,2370
737,1034347,25138
738,137562,2623
739,551156,9097
740,118027,1926
741,812972,11885
742,2795316,48259
743,385760,2106
744,19487,225
745,621163,10373
746,368189,5241
747,141975,2687
748,637004,7320
749,56390,698
750,514625,10522
751,64220,313
752,842347,17014
753,329813,5660
754,3671177,59536
755,463773,6133
756,313659,7899
757,95339,1576
758,2057043,33741
759,1059191,18894
760,30503,507
761,181308,1968
762,1244521,23639
763,686922,13106
764,352792,5700
765,304026,4813
766,429289,6196
767,445029,10153
768,50845,742
769,413936,8297
770,638836,17195
771,755306,17247
772,522851,6978
773,305470,7008
774,582175,8448
775,103984,1410
776,210197,2148
777,304072,5260
778,84732,1256
779,912725,24524
780,191934,3915
781,1848432,50069
782,918011,12243
783,103063,1489
784,1020605,19033
785,440512,4847
786,165212,2370
787,1034347,25138
788,137562,2623
789,551156,9097
790,118027,1926
791,812972,11885
792,2795316,48259
793,385760,2106
794,19487,225
795,621163,10373
796,368189,5241
797,141975,2687
798,637004,7320
799,56390,698
800,514625,10522
801,64220,313
802,842347,17014
803,329813,5660
804,3671177,59536
805,463773,6133
806,313659,7899
807,95339,1576
808,2057043,33741
809,1059191,18894
810,30503,507
811,181308,1968
812,1244521,23639
813,686922,13106
814,352792,5700
815,304026,4813
816,429289,6196
817,445029,10153
818,50845,742
819,413936,8297
820,638836,17195
821,755306,17247
822,522851,6978
823,305470,7008
824,582175,8448
825,103984,1410
826,210197,2148
827,304072,5260
828,84732,1256
829,912725,24524
830,191934,3915
831,1848432,50069
832,918011,12243
833,103063,1489
834,1020605,19033
835,440512,4847
836,165212,2370
837,1034347,25138
838,137562,2623
839,551156,9097
840,118027,1926
841,812972,11885
842,2795316,48259
843,385760,2106
844,19487,225
845,621163,10373
846,368189,5241
847,141975,2687
848,637004,7320
849,56390,698
850,514625,10522
851,64220,313
852,842347,17014
853,329813,5660
854,3671177,59536
855,463773,6133
856,313659,7899
857,95339,1576
858,2057043,33741
859,1059191,18894
860,30503,507
861,181308,1968
862,1244521,23639
863,686922,13106
864,352792,5700
865,304026,4813
866,429289,6196
867,445029,10153
868,50845,742
869,413936,8297
870,638836,17195
871,755306,17247
872,522851,6978
873,305470,7008
874,582175,8448
875,103984,1410
876,210197,2148
877,304072,5260
878,84732,1256
879,912725,24524
880,191934,3915
881,1848432,50069
882,918011,12243
883,103063,1489
884,1020605,19033
885,440512,4847
886,165212,2370
887,1034347,25138
888,137562,2623
889,551156,9097
890,118027,1926
891,812972,11885
892,2795316,48259
893,385760,2106
894,19487,225
895,621163,10373
896,368189,5241
897,141975,2687
898,637004,7320
899,56390,698
900,514625,10522
901,64220,313
902,842347,17014
903,329813,5660
904,3671177,59536
905,463773,6133
906,313659,7899
907,95339,1576
908,2057043,33741
909,1059191,18894
910,30503,507
911,181308,1968
912,1244521,23639
913,686922,13106
914,352792,5700
915,304026,4813
916,429289,6196
917,445029,10153
918,50845,742
919,413936,8297
920,638836,17195
921,755306,17247
922,522851,6978
923,305470,7008
924,582175,8448
925,103984,1410
926,210197,2148
927,304072,5260
928,84732,1256
929,912725,24524
930,191934,3915
931,1848432,50069
932,918011,12243
933,103063,1489
934,1020605,19033
935,440512,4847
936,165212,2370
937,1034347,25138
938,137562,2623
939,551156,9097
940,118027,1926
941,812972,11885
942,2795316,48259
943,385760,2106
944,19487,225
945,621163,10373
946,368189,5241
947,141975,2687
948,637004,7320
949,56390,698
950,514625,10522
951,64220,313
952,842347,17014
953,329813,5660
954,3671177,59536
955,463773,6133
956,313659,7899
957,95339,1576
958,2057043,33741
959,1059191,18894
960,30503,507
961,181308,1968
962,1244521,23639
963,686922,13106
964,352792,5700
965,304026,4813
966,429289,6196
967,445029,10153
968,50845,742
969,413936,8297
970,638836,17195
971,755306,17247
972,522851,6978
973,305470,7008
974,582175,8448
975,103984,1410
976,210197,2148
977,304072,5260
978,84732,1256
979,912725,24524
980,191934,3915
981,1848432,50069
982,918011,12243
983,103063,1489
984,1020605,19033
985,440512,4847
986,165212,2370
987,1034347,25138
988,137562,2623
989,551156,9097
990,118027,1926
991,812972,11885
992,2795316,48259
993,385760,2106
994,19487,225
995,621163,10373
996,368189,5241
997,141975,2687
998,637004,7320
999,56390,698
1000,514625,10522
1001,64220,313
1002,842347,17014
1003,329813,5660
1004,3671177,59536
1005,463773,6133
1006,313659,7899
1007,95339,1576
1008,2057043,33741
1009,1059191,18894
1010,30503,507
1011,181308,1968
1012,1244521,23639
1013,686922,13106
1014,352792,5700
1015,304026,4813
1016,429289,6196
1017,445029,10153
1018,50845,742
1019,413936,8297
1020,638836,17195
1021,755306,17247
1022,522851,6978
1023,305470,7008
1024,582175,8448
1025,103984,1410
1026,210197,2148
1027,304072,5260
1028,84732,1256
1029,912725,24524
1030,191934,3915
1031,1848432,50069
1032,918011,12243
1033,103063,1489
1034,1020605,19033
1035,440512,4847
1036,165212,2370
1037,1034347,25138
1038,137562,2623
1039,551156,9097
1040,118027,1926
1041,812972,11885
1042,2795316,48259
1043,385760,2106
1044,19487,225
1045,621163,10373
1046,368189,5241
1047,141975,2687
1048,637004,7320
1049,56390,698
1050,514625,10522
1051,64220,313
1052,842347,17014
1053,329813,5660
1054,3671177,59536
1055,463773,6133
1056,313659,7899
1057,95339,1576
1058,2057043,33741
1059,1059191,18894
1060,30503,507
1061,181308,1968
1062,1244521,23639
1063,686922,13106
1064,352792,5700
1065,304026,4813
1066,429289,6196
1067,445029,10153
1068,50845,742
1069,413936,8297
1070,638836,17195
1071,755306,17247
1072,522851,6978
1073,305470,7008
1074,582175,8448
1075,103984,1410
1076,210197,2148
1077,304072,5260
1078,84732,1256
1079,912725,24524
1080,191934,3915
1081,1848432,50069
1082,918011,12243
1083,103063,1489
1084,1020605,19033
1085,440512,4847
1086,165212,2370
1087,1034347,25138
1088,137562,2623
1089,551156,9097
1090,118027,1926
1091,812972,11885
1092,2795316,48259
1093,385760,2106
1094,19487,225
1095,621163,10373
1096,368189,5241
1097,141975,2687
1098,637004,7320
1099,56390,698
1100,514625,10522
1101,64220,313
1102,842347,17014
1103,329813,5660
1104,3671177,59536
1105,463773,6133
1106,313659,7899
1107,95339,1576
1108,2057043,33741
1109,1059191,18894
1110,30503,507
1111,181308,1968
1112,1244521,23639
1113,686922,13106
1114,352792,5700
1115,304026,4813
1116,429289,6196
1117,445029,10153
1118,50845,742
1119,413936,8297
1120,638836,17195
1121,755306,17247
1122,522851,6978
1123,305470,7008
1124,582175,8448
1125,103984,1410
1126,210197,2148
1127,304072,5260
1128,84732,1256
1129,912725,24524
1130,191934,3915
1131,1848432,50069
1132,918011,12243
1133,103063,1489
1134,1020605,19033
1135,440512,4847
1136,165212,2370
1137,1034347,25138
1138,137562,2623
1139,551156,9097
1140,118027,1926
1141,812972,11885
1142,2795316,48259
1143,385760,2106
1144,19487,225
1145,621163,10373
1146,368189,5241
1147,141975,2687
1148,637004,7320
1149,56390,698
1150,514625,10522
1151,64220,313
1152,842347,17014
1153,329813,5660
1154,3671177,59536
1155,463773,6133
1156,313659,7899
1157,95339,1576
1158,2057043,33741
1159,1059191,18894
1160,30503,507
1161,181308,1968
1162,1244521,23639
1163,686922,13106
1164,352792,5700
1165,304026,4813
1166,429289,6196
1167,445029,10153
1168,50845,742
1169,413936,8297
1170,638836,17195
1171,755306,17247
1172,522851,6978
1173,305470,7008
1174,582175,8448
1175,103984,1410
1176,210197,2148
1177,304072,5260
1178,84732,1256
1179,912725,24524
1180,191934,3915
1181,1848432,50069
1182,918011,12243
1183,103063,1489
1184,1020605,19033
1185,440512,4847
1186,165212,2370
1187,1034347,25138
1188,137562,2623
1189,551156,9097
1190,118027,1926
1191,812972,11885
1192,2795316,48259
1193,385760,2106
1194,19487,225
1195,621163,10373
1196,368189,5241
1197,141975,2687
1198,637004,7320
1199,56390,698
1200,514625,10522
1201,64220,313
1202,842347,17014
1203,329813,5660
1204,3671177,59536
1205,463773,6133
1206,313659,7899
1207,95339,1576
1208,2057043,33741
1209,1059191,18894
1210,30503,507
1211,181308,1968
1212,1244521,23639
1213,686922,13106
1214,352792,5700
1215,304026,4813
1216,429289,6196
1217,445029,10153
1218,50845,742
1219,413936,8297
1220,638836,17195
1221,755306,17247
1222,522851,6978
1223,305470,7008
1224,582175,8448
1225,103984,1410
1226,210197,2148
1227,304072,5260
1228,84732,1256
1229,912725,24524
1230,191934,3915
1231,1848432,50069
1232,918011,12243
1233,103063,1489
1234,1020605,19033
1235,440512,4847
1236,165212,2370
1237,1034347,25138
1238,137562,2623
1239,551156,9097
1240,118027,1926
1241,812972,11885
1242,2795316,48259
1243,385760,2106
1244,19487,225
1245,621163,10373
1246,368189,5241
1247,141975,2687
1248,637004,7320
1249,56390,698
1250,514625,10522
1251,64220,313
1252,842347,17014
1253,329813,5660
1254,3671177,59536
1255,463773,6133
1256,313659,7899
1257,95339,1576
1258,2057043,33741
1259,1059191,18894
1260,30503,507
1261,181308,1968
1262,1244521,23639
1263,686922,13106
1264,352792,5700
1265,304026,4813
1266,429289,6196
1267,445029,10153
1268,50845,742
1269,413936,8297
1270,638836,17195
1271,755306,17247
1272,522851,6978
1273,305470,7008
1274,582175,8448
1275,103984,1410
1276,210197,2148
1277,304072,5260
1278,84732,1256
1279,912725,24524
1280,191934,3915
1281,1848432,50069
1282,918011,12243
1283,103063,1489
1284,1020605,19033
1285,440512,4847
1286,165212,2370
1287,1034347,25138
1288,137562,2623
1289,551156,9097
1290,118027,1926
1291,812972,11885
1292,2795316,48259
1293,385760,2106
1294,19487,225
1295,621163,10373
1296,368189,5241
1297,141975,2687
1298,637004,7320
1299,56390,698
1300,514625,10522
1301,64220,313
1302,842347,17014
1303,329813,5660
1304,3671177,59536
1305,463773,6133
1306,313659,7899
1307,95339,1576
1308,2057043,33741
1309,1059191,18894
1310,30503,507
1311,181308,1968
1312,1244521,23639
1313,686922,13106
1314,352792,5700
1315,304026,4813
1316,429289,6196
1317,445029,10153
1318,50845,742
1319,413936,8297
1320,638836,17195
1321,755306,17247
1322,522851,6978
1323,305470,7008
1324,582175,8448
1325,103984,1410
1326,210197,2148
1327,304072,5260
1328,84732,1256
1329,912725,24524
1330,191934,3915
1331,1848432,50069
1332,918011,12243
1333,103063,1489
1334,1020605,19033
1335,440512,4847
1336,165212,2370
1337,1034347,25138
1338,137562,2623
1339,551156,9097
1340,118027,1926
1341,812972,11885
1342,2795316,48259
1343,385760,2106
1344,19487,225
1345,621163,10373
1346,368189,5241
1347,141975,2687
1348,637004,7320
1349,56390,698
1350,514625,10522
1351,64220,313
1352,842347,17014
1353,329813,5660
1354,3671177,59536
1355,463773,6133
1356,313659,7899
1357,95339,1576
1358,2057043,33741
1359,1059191,18894
1360,30503,507
1361,181308,1968
1362,1244521,23639
1363,686922,13106
1364,352792,5700
1365,304026,4813
1366,429289,6196
1367,445029,10153
1368,50845,742
1369,413936,8297
1370,638836,17195
1371,755306,17247
1372,522851,6978
1373,305470,7008
1374,582175,8448
1375,103984,1410
1376,210197,2148
1377,304072,5260
1378,84732,1256
1379,912725,24524
1380,191934,3915
1381,1848432,50069
1382,918011,12243
1383,103063,1489
1384,1020605,19033
1385,440512,4847
1386,165212,2370
1387,1034347,25138
1388,137562,2623
1389,551156,9097
1390,118027,1926
1391,812972,11885
1392,2795316,48259
1393,385760,2106
1394,19487,225
1395,621163,10373
1396,368189,5241
1397,141975,2687
1398,637004,7320
1399,56390,698
1400,514625,10522
1401,64220,313
1402,842347,17014
1403,329813,5660
1404,3671177,59536
1405,463773,6133
1406,313659,7899
1407,95339,1576
1408,2057043,33741
1409,1059191,18894
1410,30503,507
1411,181308,1968
1412,1244521,23639
1413,686922,13106
1414,352792,5700
1415,304026,4813
1416,429289,6196
1417,445029,10153
1418,50845,742
1419,413936,8297
1420,638836,17195
1421,755306,17247
1422,522851,6978
1423,305470,7008
1424,582175,8448
1425,103984,1410
1426,210197,2148
1427,304072,5260
1428,84732,1256
1429,912725,24524
1430,191934,3915
1431,1848432,50069
1432,918011,12243
1433,103063,1489
1434,1020605,19033
1435,440512,4847
1436,165212,2370
1437,1034347,25138
1438,137562,2623
1439,551156,9097
1440,118027,1926
1441,812972,11885
1442,2795316,48259
1443,385760,2106
1444,19487,225
1445,621163,10373
1446,368189,5241
1447,141975,2687
1448,637004,7320
1449,56390,698
1450,514625,10522
1451,64220,313
1452,842347,17014
1453,329813,5660
1454,3671177,59536
1455,463773,6133
1456,313659,7899
1457,95339,1576
1458,2057043,33741
1459,1059191,18894
1460,30503,507
1461,181308,1968
1462,1244521,23639
1463,686922,13106
1464,352792,5700
1465,304026,4813
1466,429289,6196
1467,445029,10153
1468,50845,742
1469,413936,8297
1470,638836,17195
1471,755306,17247
1472,522851,6978
1473,305470,7008
1474,582175,8448
1475,103984,1410
1476,210197,2148
1477,304072,5260
1478,84732,1256
1479,912725,24524
1480,191934,3915
1481,1848432,50069
1482,918011,12243
1483,103063,1489
1484,1020605,19033
1485,440512,4847
1486,165212,2370
1487,1034347,25138
1488,137562,2623
1489,551156,9097
1490,118027,1926
1491,812972,11885
1492,2795316,48259
1493,385760,2106
1494,19487,225
1495,621163,10373
1496,368189,5241
1497,141975,2687
1498,637004,7320
1499,56390,698
