ID,Confirmed,Deaths
637,1032533,25041
638,138583,2656
639,551608,9152
640,117934,1927
641,816247,11870
642,2787945,48209
643,386097,2126
644,19492,228
645,618983,10397
646,369414,5288
647,142333,2629
648,637031,7270
649,56329,699
650,513619,10518
651,64581,290
652,842615,17117
653,329804,5683
654,3658621,63027
655,463318,6120
656,309306,7849
657,94943,1560
658,2046216,33741
659,1060172,19047
660,31045,519
661,182201,1969
662,1245389,23647
663,688237,13136
664,352399,5685
665,303382,4920
666,425890,5899
667,445013,10165
668,50760,728
669,413691,8402
670,637748,17192
671,759418,17280
672,521656,6962
673,306128,7073
674,582491,8619
675,104106,1382
676,210423,2142
677,303748,5315
678,84600,1253
679,912067,24643
680,192070,3940
681,1854194,50046
682,914921,12199
683,102920,1489
684,1018844,19036
685,439918,4930
686,165331,2409
687,1032533,25041
688,138583,2656
689,551608,9152
690,117934,1927
691,816247,11870
692,2787945,48209
693,386097,2126
694,19492,228
695,618983,10397
696,369414,5288
697,142333,2629
698,637031,7270
699,56329,699
700,513619,10518
701,64581,290
702,842615,17117
703,329804,5683
704,3658621,63027
705,463318,6120
706,309306,7849
707,94943,1560
708,2046216,33741
709,1060172,19047
710,31045,519
711,182201,1969
712,1245389,23647
713,688237,13136
714,352399,5685
715,303382,4920
716,425890,5899
717,445013,10165
718,50760,728
719,413691,8402
720,637748,17192
721,759418,17280
722,521656,6962
723,306128,7073
724,582491,8619
725,104106,1382
726,210423,2142
727,303748,5315
728,84600,1253
729,912067,24643
730,192070,3940
731,1854194,50046
732,914921,12199
733,102920,1489
734,1018844,19036
735,439918,4930
736,165331,2409
737,1032533,25041
738,138583,2656
739,551608,9152
740,117934,1927
741,816247,11870
742,2787945,48209
743,386097,2126
744,19492,228
745,618983,10397
746,369414,5288
747,142333,2629
748,637031,7270
749,56329,699
750,513619,10518
751,64581,290
752,842615,17117
753,329804,5683
754,3658621,63027
755,463318,6120
756,309306,7849
757,94943,1560
758,2046216,33741
759,1060172,19047
760,31045,519
761,182201,1969
762,1245389,23647
763,688237,13136
764,352399,5685
765,303382,4920
766,425890,5899
767,445013,10165
768,50760,728
769,413691,8402
770,637748,17192
771,759418,17280
772,521656,6962
773,306128,7073
774,582491,8619
775,104106,1382
776,210423,2142
777,303748,5315
778,84600,1253
779,912067,24643
780,192070,3940
781,1854194,50046
782,914921,12199
783,102920,1489
784,1018844,19036
785,439918,4930
786,165331,2409
787,1032533,25041
788,138583,2656
789,551608,9152
790,117934,1927
791,816247,11870
792,2787945,48209
793,386097,2126
794,19492,228
795,618983,10397
796,369414,5288
797,142333,2629
798,637031,7270
799,56329,699
800,513619,10518
801,64581,290
802,842615,17117
803,329804,5683
804,3658621,63027
805,463318,6120
806,309306,7849
807,94943,1560
808,2046216,33741
809,1060172,19047
810,31045,519
811,182201,1969
812,1245389,23647
813,688237,13136
814,352399,5685
815,303382,4920
816,425890,5899
817,445013,10165
818,50760,728
819,413691,8402
820,637748,17192
821,759418,17280
822,521656,6962
823,306128,7073
824,582491,8619
825,104106,1382
826,210423,2142
827,303748,5315
828,84600,1253
829,912067,24643
830,192070,3940
831,1854194,50046
832,914921,12199
833,102920,1489
834,1018844,19036
835,439918,4930
836,165331,2409
837,1032533,25041
838,138583,2656
839,551608,9152
840,117934,1927
841,816247,11870
842,2787945,48209
843,386097,2126
844,19492,228
845,618983,10397
846,369414,5288
847,142333,2629
848,637031,7270
849,56329,699
850,513619,10518
851,64581,290
852,842615,17117
853,329804,5683
854,3658621,63027
855,463318,6120
856,309306,7849
857,94943,1560
858,2046216,33741
859,1060172,19047
860,31045,519
861,182201,1969
862,1245389,23647
863,688237,13136
864,352399,5685
865,303382,4920
866,425890,5899
867,445013,10165
868,50760,728
869,413691,8402
870,637748,17192
871,759418,17280
872,521656,6962
873,306128,7073
874,582491,8619
875,104106,1382
876,210423,2142
877,303748,5315
878,84600,1253
879,912067,24643
880,192070,3940
881,1854194,50046
882,914921,12199
883,102920,1489
884,1018844,19036
885,439918,4930
886,165331,2409
887,1032533,25041
888,138583,2656
889,551608,9152
890,117934,1927
891,816247,11870
892,2787945,48209
893,386097,2126
894,19492,228
895,618983,10397
896,369414,5288
897,142333,2629
898,637031,7270
899,56329,699
900,513619,10518
901,64581,290
902,842615,17117
903,329804,5683
904,3658621,63027
905,463318,6120
906,309306,7849
907,94943,1560
908,2046216,33741
909,1060172,19047
910,31045,519
911,182201,1969
912,1245389,23647
913,688237,13136
914,352399,5685
915,303382,4920
916,425890,5899
917,445013,10165
918,50760,728
919,413691,8402
920,637748,17192
921,759418,17280
922,521656,6962
923,306128,7073
924,582491,8619
925,104106,1382
926,210423,2142
927,303748,5315
928,84600,1253
929,912067,24643
930,192070,3940
931,1854194,50046
932,914921,12199
933,102920,1489
934,1018844,19036
935,439918,4930
936,165331,2409
937,1032533,25041
938,138583,2656
939,551608,9152
940,117934,1927
941,816247,11870
942,2787945,48209
943,386097,2126
944,19492,228
945,618983,10397
946,369414,5288
947,142333,2629
948,637031,7270
949,56329,699
950,513619,10518
951,64581,290
952,842615,17117
953,329804,5683
954,3658621,63027
955,463318,6120
956,309306,7849
957,94943,1560
958,2046216,33741
959,1060172,19047
960,31045,519
961,182201,1969
962,1245389,23647
963,688237,13136
964,352399,5685
965,303382,4920
966,425890,5899
967,445013,10165
968,50760,728
969,413691,8402
970,637748,17192
971,759418,17280
972,521656,6962
973,306128,7073
974,582491,8619
975,104106,1382
976,210423,2142
977,303748,5315
978,84600,1253
979,912067,24643
980,192070,3940
981,1854194,50046
982,914921,12199
983,102920,1489
984,1018844,19036
985,439918,4930
986,165331,2409
987,1032533,25041
988,138583,2656
989,551608,9152
990,117934,1927
991,816247,11870
992,2787945,48209
993,386097,2126
994,19492,228
995,618983,10397
996,369414,5288
997,142333,2629
998,637031,7270
999,56329,699
1000,513619,10518
1001,64581,290
1002,842615,17117
1003,329804,5683
1004,3658621,63027
1005,463318,6120
1006,309306,7849
1007,94943,1560
1008,2046216,33741
1009,1060172,19047
1010,31045,519
1011,182201,1969
1012,1245389,23647
1013,688237,13136
1014,352399,5685
1015,303382,4920
1016,425890,5899
1017,445013,10165
1018,50760,728
1019,413691,8402
1020,637748,17192
1021,759418,17280
1022,521656,6962
1023,306128,7073
1024,582491,8619
1025,104106,1382
1026,210423,2142
1027,303748,5315
1028,84600,1253
1029,912067,24643
1030,192070,3940
1031,1854194,50046
1032,914921,12199
1033,102920,1489
1034,1018844,19036
1035,439918,4930
1036,165331,2409
1037,1032533,25041
1038,138583,2656
1039,551608,9152
1040,117934,1927
1041,816247,11870
1042,2787945,48209
1043,386097,2126
1044,19492,228
1045,618983,10397
1046,369414,5288
1047,142333,2629
1048,637031,7270
1049,56329,699
1050,513619,10518
1051,64581,290
1052,842615,17117
1053,329804,5683
1054,3658621,63027
1055,463318,6120
1056,309306,7849
1057,94943,1560
1058,2046216,33741
1059,1060172,19047
1060,31045,519
1061,182201,1969
1062,1245389,23647
1063,688237,13136
1064,352399,5685
1065,303382,4920
1066,425890,5899
1067,445013,10165
1068,50760,728
1069,413691,8402
1070,637748,17192
1071,759418,17280
1072,521656,6962
1073,306128,7073
1074,582491,8619
1075,104106,1382
1076,210423,2142
1077,303748,5315
1078,84600,1253
1079,912067,24643
1080,192070,3940
1081,1854194,50046
1082,914921,12199
1083,102920,1489
1084,1018844,19036
1085,439918,4930
1086,165331,2409
1087,1032533,25041
1088,138583,2656
1089,551608,9152
1090,117934,1927
1091,816247,11870
1092,2787945,48209
1093,386097,2126
1094,19492,228
1095,618983,10397
1096,369414,5288
1097,142333,2629
1098,637031,7270
1099,56329,699
1100,513619,10518
1101,64581,290
1102,842615,17117
1103,329804,5683
1104,3658621,63027
1105,463318,6120
1106,309306,7849
1107,94943,1560
1108,2046216,33741
1109,1060172,19047
1110,31045,519
1111,182201,1969
1112,1245389,23647
1113,688237,13136
1114,352399,5685
1115,303382,4920
1116,425890,5899
1117,445013,10165
1118,50760,728
1119,413691,8402
1120,637748,17192
1121,759418,17280
1122,521656,6962
1123,306128,7073
1124,582491,8619
1125,104106,1382
1126,210423,2142
1127,303748,5315
1128,84600,1253
1129,912067,24643
1130,192070,3940
1131,1854194,50046
1132,914921,12199
1133,102920,1489
1134,1018844,19036
1135,439918,4930
1136,165331,2409
1137,1032533,25041
1138,138583,2656
1139,551608,9152
1140,117934,1927
1141,816247,11870
1142,2787945,48209
1143,386097,2126
1144,19492,228
1145,618983,10397
1146,369414,5288
1147,142333,2629
1148,637031,7270
1149,56329,699
1150,513619,10518
1151,64581,290
1152,842615,17117
1153,329804,5683
1154,3658621,63027
1155,463318,6120
1156,309306,7849
1157,94943,1560
1158,2046216,33741
1159,1060172,19047
1160,31045,519
1161,182201,1969
1162,1245389,23647
1163,688237,13136
1164,352399,5685
1165,303382,4920
1166,425890,5899
1167,445013,10165
1168,50760,728
1169,413691,8402
1170,637748,17192
1171,759418,17280
1172,521656,6962
1173,306128,7073
1174,582491,8619
1175,104106,1382
1176,210423,2142
1177,303748,5315
1178,84600,1253
1179,912067,24643
1180,192070,3940
1181,1854194,50046
1182,914921,12199
1183,102920,1489
1184,1018844,19036
1185,439918,4930
1186,165331,2409
1187,1032533,25041
1188,138583,2656
1189,551608,9152
1190,117934,1927
1191,816247,11870
1192,2787945,48209
1193,386097,2126
1194,19492,228
1195,618983,10397
1196,369414,5288
1197,142333,2629
1198,637031,7270
1199,56329,699
1200,513619,10518
1201,64581,290
1202,842615,17117
1203,329804,5683
1204,3658621,63027
1205,463318,6120
1206,309306,7849
1207,94943,1560
1208,2046216,33741
1209,1060172,19047
1210,31045,519
1211,182201,1969
1212,1245389,23647
1213,688237,13136
1214,352399,5685
1215,303382,4920
1216,425890,5899
1217,445013,10165
1218,50760,728
1219,413691,8402
1220,637748,17192
1221,759418,17280
1222,521656,6962
1223,306128,7073
1224,582491,8619
1225,104106,1382
1226,210423,2142
1227,303748,5315
1228,84600,1253
1229,912067,24643
1230,192070,3940
1231,1854194,50046
1232,914921,12199
1233,102920,1489
1234,1018844,19036
1235,439918,4930
1236,165331,2409
1237,1032533,25041
1238,138583,2656
1239,551608,9152
1240,117934,1927
1241,816247,11870
1242,2787945,48209
1243,386097,2126
1244,19492,228
1245,618983,10397
1246,369414,5288
1247,142333,2629
1248,637031,7270
1249,56329,699
1250,513619,10518
1251,64581,290
1252,842615,17117
1253,329804,5683
1254,3658621,63027
1255,463318,6120
1256,309306,7849
1257,94943,1560
1258,2046216,33741
1259,1060172,19047
1260,31045,519
1261,182201,1969
1262,1245389,23647
1263,688237,13136
1264,352399,5685
1265,303382,4920
1266,425890,5899
1267,445013,10165
1268,50760,728
1269,413691,8402
1270,637748,17192
1271,759418,17280
1272,521656,6962
1273,306128,7073
1274,582491,8619
1275,104106,1382
1276,210423,2142
1277,303748,5315
1278,84600,1253
1279,912067,24643
1280,192070,3940
1281,1854194,50046
1282,914921,12199
1283,102920,1489
1284,1018844,19036
1285,439918,4930
1286,165331,2409
1287,1032533,25041
1288,138583,2656
1289,551608,9152
1290,117934,1927
1291,816247,11870
1292,2787945,48209
1293,386097,2126
1294,19492,228
1295,618983,10397
1296,369414,5288
1297,142333,2629
1298,637031,7270
1299,56329,699
1300,513619,10518
1301,64581,290
1302,842615,17117
1303,329804,5683
1304,3658621,63027
1305,463318,6120
1306,309306,7849
1307,94943,1560
1308,2046216,33741
1309,1060172,19047
1310,31045,519
1311,182201,1969
1312,1245389,23647
1313,688237,13136
1314,352399,5685
1315,303382,4920
1316,425890,5899
1317,445013,10165
1318,50760,728
1319,413691,8402
1320,637748,17192
1321,759418,17280
1322,521656,6962
1323,306128,7073
1324,582491,8619
1325,104106,1382
1326,210423,2142
1327,303748,5315
1328,84600,1253
1329,912067,24643
1330,192070,3940
1331,1854194,50046
1332,914921,12199
1333,102920,1489
1334,1018844,19036
1335,439918,4930
1336,165331,2409
1337,1032533,25041
1338,138583,2656
1339,551608,9152
1340,117934,1927
1341,816247,11870
1342,2787945,48209
1343,386097,2126
1344,19492,228
1345,618983,10397
1346,369414,5288
1347,142333,2629
1348,637031,7270
1349,56329,699
1350,513619,10518
1351,64581,290
1352,842615,17117
1353,329804,5683
1354,3658621,63027
1355,463318,6120
1356,309306,7849
1357,94943,1560
1358,2046216,33741
1359,1060172,19047
1360,31045,519
1361,182201,1969
1362,1245389,23647
1363,688237,13136
1364,352399,5685
1365,303382,4920
1366,425890,5899
1367,445013,10165
1368,50760,728
1369,413691,8402
1370,637748,17192
1371,759418,17280
1372,521656,6962
1373,306128,7073
1374,582491,8619
1375,104106,1382
1376,210423,2142
1377,303748,5315
1378,84600,1253
1379,912067,24643
1380,192070,3940
1381,1854194,50046
1382,914921,12199
1383,102920,1489
1384,1018844,19036
1385,439918,4930
1386,165331,2409
1387,1032533,25041
1388,138583,2656
1389,551608,9152
1390,117934,1927
1391,816247,11870
1392,2787945,48209
1393,386097,2126
1394,19492,228
1395,618983,10397
1396,369414,5288
1397,142333,2629
1398,637031,7270
1399,56329,699
1400,513619,10518
1401,64581,290
1402,842615,17117
1403,329804,5683
1404,3658621,63027
1405,463318,6120
1406,309306,7849
1407,94943,1560
1408,2046216,33741
1409,1060172,19047
1410,31045,519
1411,182201,1969
1412,1245389,23647
1413,688237,13136
1414,352399,5685
1415,303382,4920
1416,425890,5899
1417,445013,10165
1418,50760,728
1419,413691,8402
1420,637748,17192
1421,759418,17280
1422,521656,6962
1423,306128,7073
1424,582491,8619
1425,104106,1382
1426,210423,2142
1427,303748,5315
1428,84600,1253
1429,912067,24643
1430,192070,3940
1431,1854194,50046
1432,914921,12199
1433,102920,1489
1434,1018844,19036
1435,439918,4930
1436,165331,2409
1437,1032533,25041
1438,138583,2656
1439,551608,9152
1440,117934,1927
1441,816247,11870
1442,2787945,48209
1443,386097,2126
1444,19492,228
1445,618983,10397
1446,369414,5288
1447,142333,2629
1448,637031,7270
1449,56329,699
1450,513619,10518
1451,64581,290
1452,842615,17117
1453,329804,5683
1454,3658621,63027
1455,463318,6120
1456,309306,7849
1457,94943,1560
1458,2046216,33741
1459,1060172,19047
1460,31045,519
1461,182201,1969
1462,1245389,23647
1463,688237,13136
1464,352399,5685
1465,303382,4920
1466,425890,5899
1467,445013,10165
1468,50760,728
1469,413691,8402
1470,637748,17192
1471,759418,17280
1472,521656,6962
1473,306128,7073
1474,582491,8619
1475,104106,1382
1476,210423,2142
1477,303748,5315
1478,84600,1253
1479,912067,24643
1480,192070,3940
1481,1854194,50046
1482,914921,12199
1483,102920,1489
1484,1018844,19036
1485,439918,4930
1486,165331,2409
1487,1032533,25041
1488,138583,2656
1489,551608,9152
1490,117934,1927
1491,816247,11870
1492,2787945,48209
1493,386097,2126
1494,19492,228
1495,618983,10397
1496,369414,5288
1497,142333,2629
1498,637031,7270
1499,56329,699
