ID,Confirmed,Deaths
142,2786294,48276
143,385638,2109
144,19594,226
145,624838,10307
146,358731,5096
147,142234,2589
148,636146,7182
149,56213,706
150,516919,10628
151,71069,228
152,843499,16911
153,330405,5644
154,3673400,61795
155,464428,6131
156,306734,7747
157,95491,1558
158,2035810,32606
159,1049278,19634
160,29386,502
161,183511,1963
162,1254410,23718
163,686151,13159
164,351746,5731
165,303229,4828
166,431145,6674
167,439938,9987
168,50900,751
169,407237,8238
170,642790,17206
171,773343,17192
172,520977,6958
173,306537,7049
174,584291,8216
175,104679,1470
176,209200,2173
177,303928,5005
178,84122,1261
179,886536,23792
180,192428,3975
181,-1,-1
182,939959,12770
183,105015,1521
184,1017602,19048
185,439169,5265
186,167479,2417
187,1038142,25295
188,132902,2601
189,551790,9124
190,117442,1940
191,807887,11906
192,2786294,48276
193,385638,2109
194,19594,226
195,624838,10307
196,358731,5096
197,142234,2589
198,636146,7182
199,56213,706
200,516919,10628
201,71069,228
202,843499,16911
203,330405,5644
204,3673400,61795
205,464428,6131
206,306734,7747
207,95491,1558
208,2035810,32606
209,1049278,19634
210,29386,502
211,183511,1963
212,1254410,23718
213,686151,13159
214,351746,5731
215,303229,4828
216,431145,6674
217,439938,9987
218,50900,751
219,407237,8238
220,642790,17206
221,773343,17192
222,520977,6958
223,306537,7049
224,584291,8216
225,104679,1470
226,209200,2173
227,303928,5005
228,84122,1261
229,886536,23792
230,192428,3975
231,-1,-1
232,939959,12770
233,105015,1521
234,1017602,19048
235,439169,5265
236,167479,2417
237,1038142,25295
238,132902,2601
239,551790,9124
240,117442,1940
241,807887,11906
242,2786294,48276
243,385638,2109
244,19594,226
245,624838,10307
246,358731,5096
247,142234,2589
248,636146,7182
249,56213,706
250,516919,10628
251,71069,228
252,843499,16911
253,330405,5644
254,3673400,61795
255,464428,6131
256,306734,7747
257,95491,1558
258,2035810,32606
259,1049278,19634
260,29386,502
261,183511,1963
262,1254410,23718
263,686151,13159
264,351746,5731
265,303229,4828
266,431145,6674
267,439938,9987
268,50900,751
269,407237,8238
270,642790,17206
271,773343,17192
272,520977,6958
273,306537,7049
274,584291,8216
275,104679,1470
276,209200,2173
277,303928,5005
278,84122,1261
279,886536,23792
280,192428,3975
281,-1,-1
282,939959,12770
283,105015,1521
284,1017602,19048
285,439169,5265
286,167479,2417
287,1038142,25295
288,132902,2601
289,551790,9124
290,117442,1940
291,807887,11906
292,2786294,48276
293,385638,2109
294,19594,226
295,624838,10307
296,358731,5096
297,142234,2589
298,636146,7182
299,56213,706
300,516919,10628
301,71069,228
302,843499,16911
303,330405,5644
304,3673400,61795
305,464428,6131
306,306734,7747
307,95491,1558
308,2035810,32606
309,1049278,19634
310,29386,502
311,183511,1963
312,1254410,23718
313,686151,13159
314,351746,5731
315,303229,4828
316,431145,6674
317,439938,9987
318,50900,751
319,407237,8238
320,642790,17206
321,773343,17192
322,520977,6958
323,306537,7049
324,584291,8216
325,104679,1470
326,209200,2173
327,303928,5005
328,84122,1261
329,886536,23792
330,192428,3975
331,-1,-1
332,939959,12770
333,105015,1521
334,1017602,19048
335,439169,5265
336,167479,2417
337,1038142,25295
338,132902,2601
339,551790,9124
340,117442,1940
341,807887,11906
342,2786294,48276
343,385638,2109
344,19594,226
345,624838,10307
346,358731,5096
347,142234,2589
348,636146,7182
349,56213,706
350,516919,10628
351,71069,228
352,843499,16911
353,330405,5644
354,3673400,61795
355,464428,6131
356,306734,7747
357,95491,1558
358,2035810,32606
359,1049278,19634
360,29386,502
361,183511,1963
362,1254410,23718
363,686151,13159
364,351746,5731
365,303229,4828
366,431145,6674
367,439938,9987
368,50900,751
369,407237,8238
370,642790,17206
371,773343,17192
372,520977,6958
373,306537,7049
374,584291,8216
375,104679,1470
376,209200,2173
377,303928,5005
378,84122,1261
379,886536,23792
380,192428,3975
381,-1,-1
382,939959,12770
383,105015,1521
384,1017602,19048
385,439169,5265
386,167479,2417
387,1038142,25295
388,132902,2601
389,551790,9124
390,117442,1940
391,807887,11906
392,2786294,48276
393,385638,2109
394,19594,226
395,624838,10307
396,358731,5096
397,142234,2589
398,636146,7182
399,56213,706
400,516919,10628
401,71069,228
402,843499,16911
403,330405,5644
404,3673400,61795
405,464428,6131
406,306734,7747
407,95491,1558
408,2035810,32606
409,1049278,19634
410,29386,502
411,183511,1963
412,1254410,23718
413,686151,13159
414,351746,5731
415,303229,4828
416,431145,6674
417,439938,9987
418,50900,751
419,407237,8238
420,642790,17206
421,773343,17192
422,520977,6958
423,306537,7049
424,584291,8216
425,104679,1470
426,209200,2173
427,303928,5005
428,84122,1261
429,886536,23792
430,192428,3975
431,-1,-1
432,939959,12770
433,105015,1521
434,1017602,19048
435,439169,5265
436,167479,2417
437,1038142,25295
438,132902,2601
439,551790,9124
440,117442,1940
441,807887,11906
442,2786294,48276
443,385638,2109
444,19594,226
445,624838,10307
446,358731,5096
447,142234,2589
448,636146,7182
449,56213,706
450,516919,10628
451,71069,228
452,843499,16911
453,330405,5644
454,3673400,61795
455,464428,6131
456,306734,7747
457,95491,1558
458,2035810,32606
459,1049278,19634
460,29386,502
461,183511,1963
462,1254410,23718
463,686151,13159
464,351746,5731
465,303229,4828
466,431145,6674
467,439938,9987
468,50900,751
469,407237,8238
470,642790,17206
471,773343,17192
472,520977,6958
473,306537,7049
474,584291,8216
475,104679,1470
476,209200,2173
477,303928,5005
478,84122,1261
479,886536,23792
480,192428,3975
481,-1,-1
482,939959,12770
483,105015,1521
484,1017602,19048
485,439169,5265
486,167479,2417
487,1038142,25295
488,132902,2601
489,551790,9124
490,117442,1940
491,807887,11906
492,2786294,48276
493,385638,2109
494,19594,226
495,624838,10307
496,358731,5096
497,142234,2589
498,636146,7182
499,56213,706
500,516919,10628
501,71069,228
502,843499,16911
503,330405,5644
504,3673400,61795
505,464428,6131
506,306734,7747
507,95491,1558
508,2035810,32606
509,1049278,19634
510,29386,502
511,183511,1963
512,1254410,23718
513,686151,13159
514,351746,5731
515,303229,4828
516,431145,6674
517,439938,9987
518,50900,751
519,407237,8238
520,642790,17206
521,773343,17192
522,520977,6958
523,306537,7049
524,584291,8216
525,104679,1470
526,209200,2173
527,303928,5005
528,84122,1261
529,886536,23792
530,192428,3975
531,-1,-1
532,939959,12770
533,105015,1521
534,1017602,19048
535,439169,5265
536,167479,2417
537,1038142,25295
538,132902,2601
539,551790,9124
540,117442,1940
541,807887,11906
542,2786294,48276
543,385638,2109
544,19594,226
545,624838,10307
546,358731,5096
547,142234,2589
548,636146,7182
549,56213,706
550,516919,10628
551,71069,228
552,843499,16911
553,330405,5644
554,3673400,61795
555,464428,6131
556,306734,7747
557,95491,1558
558,2035810,32606
559,1049278,19634
560,29386,502
561,183511,1963
562,1254410,23718
563,686151,13159
564,351746,5731
565,303229,4828
566,431145,6674
567,439938,9987
568,50900,751
569,407237,8238
570,642790,17206
571,773343,17192
572,520977,6958
573,306537,7049
574,584291,8216
575,104679,1470
576,209200,2173
577,303928,5005
578,84122,1261
579,886536,23792
580,192428,3975
581,-1,-1
582,939959,12770
583,105015,1521
584,1017602,19048
585,439169,5265
586,167479,2417
587,1038142,25295
588,132902,2601
589,551790,9124
590,117442,1940
591,807887,11906
592,2786294,48276
593,385638,2109
594,19594,226
595,624838,10307
596,358731,5096
597,142234,2589
598,636146,7182
599,56213,706
600,516919,10628
601,71069,228
602,843499,16911
603,330405,5644
604,3673400,61795
605,464428,6131
606,306734,7747
607,95491,1558
608,2035810,32606
609,1049278,19634
610,29386,502
611,183511,1963
612,1254410,23718
613,686151,13159
614,351746,5731
615,303229,4828
616,431145,6674
617,439938,9987
618,50900,751
619,407237,8238
620,642790,17206
621,773343,17192
622,520977,6958
623,306537,7049
624,584291,8216
625,104679,1470
626,209200,2173
627,303928,5005
628,84122,1261
629,886536,23792
630,192428,3975
631,-1,-1
632,939959,12770
633,105015,1521
634,1017602,19048
635,439169,5265
636,167479,2417
637,1038142,25295
638,132902,2601
639,551790,9124
640,117442,1940
641,807887,11906
642,2786294,48276
643,385638,2109
644,19594,226
645,624838,10307
646,358731,5096
647,142234,2589
648,636146,7182
649,56213,706
650,516919,10628
651,71069,228
652,843499,16911
653,330405,5644
654,3673400,61795
655,464428,6131
656,306734,7747
657,95491,1558
658,2035810,32606
659,1049278,19634
660,29386,502
661,183511,1963
662,1254410,23718
663,686151,13159
664,351746,5731
665,303229,4828
666,431145,6674
667,439938,9987
668,50900,751
669,407237,8238
670,642790,17206
671,773343,17192
672,520977,6958
673,306537,7049
674,584291,8216
675,104679,1470
676,209200,2173
677,303928,5005
678,84122,1261
679,886536,23792
680,192428,3975
681,-1,-1
682,939959,12770
683,105015,1521
684,1017602,19048
685,439169,5265
686,167479,2417
687,1038142,25295
688,132902,2601
689,551790,9124
690,117442,1940
691,807887,11906
692,2786294,48276
693,385638,2109
694,19594,226
695,624838,10307
696,358731,5096
697,142234,2589
698,636146,7182
699,56213,706
700,516919,10628
701,71069,228
702,843499,16911
703,330405,5644
704,3673400,61795
705,464428,6131
706,306734,7747
707,95491,1558
708,2035810,32606
709,1049278,19634
710,29386,502
711,183511,1963
712,1254410,23718
713,686151,13159
714,351746,5731
715,303229,4828
716,431145,6674
717,439938,9987
718,50900,751
719,407237,8238
720,642790,17206
721,773343,17192
722,520977,6958
723,306537,7049
724,584291,8216
725,104679,1470
726,209200,2173
727,303928,5005
728,84122,1261
729,886536,23792
730,192428,3975
731,-1,-1
732,939959,12770
733,105015,1521
734,1017602,19048
735,439169,5265
736,167479,2417
737,1038142,25295
738,132902,2601
739,551790,9124
740,117442,1940
741,807887,11906
742,2786294,48276
743,385638,2109
744,19594,226
745,624838,10307
746,358731,5096
747,142234,2589
748,636146,7182
749,56213,706
750,516919,10628
751,71069,228
752,843499,16911
753,330405,5644
754,3673400,61795
755,464428,6131
756,306734,7747
757,95491,1558
758,2035810,32606
759,1049278,19634
760,29386,502
761,183511,1963
762,1254410,23718
763,686151,13159
764,351746,5731
765,303229,4828
766,431145,6674
767,439938,9987
768,50900,751
769,407237,8238
770,642790,17206
771,773343,17192
772,520977,6958
773,306537,7049
774,584291,8216
775,104679,1470
776,209200,2173
777,303928,5005
778,84122,1261
779,886536,23792
780,192428,3975
781,-1,-1
782,939959,12770
783,105015,1521
784,1017602,19048
785,439169,5265
786,167479,2417
787,1038142,25295
788,132902,2601
789,551790,9124
790,117442,1940
791,807887,11906
792,2786294,48276
793,385638,2109
794,19594,226
795,624838,10307
796,358731,5096
797,142234,2589
798,636146,7182
799,56213,706
800,516919,10628
801,71069,228
802,843499,16911
803,330405,5644
804,3673400,61795
805,464428,6131
806,306734,7747
807,95491,1558
808,2035810,32606
809,1049278,19634
810,29386,502
811,183511,1963
812,1254410,23718
813,686151,13159
814,351746,5731
815,303229,4828
816,431145,6674
817,439938,9987
818,50900,751
819,407237,8238
820,642790,17206
821,773343,17192
822,520977,6958
823,306537,7049
824,584291,8216
825,104679,1470
826,209200,2173
827,303928,5005
828,84122,1261
829,886536,23792
830,192428,3975
831,-1,-1
832,939959,12770
833,105015,1521
834,1017602,19048
835,439169,5265
836,167479,2417
837,1038142,25295
838,132902,2601
839,551790,9124
840,117442,1940
841,807887,11906
842,2786294,48276
843,385638,2109
844,19594,226
845,624838,10307
846,358731,5096
847,142234,2589
848,636146,7182
849,56213,706
850,516919,10628
851,71069,228
852,843499,16911
853,330405,5644
854,3673400,61795
855,464428,6131
856,306734,7747
857,95491,1558
858,2035810,32606
859,1049278,19634
860,29386,502
861,183511,1963
862,1254410,23718
863,686151,13159
864,351746,5731
865,303229,4828
866,431145,6674
867,439938,9987
868,50900,751
869,407237,8238
870,642790,17206
871,773343,17192
872,520977,6958
873,306537,7049
874,584291,8216
875,104679,1470
876,209200,2173
877,303928,5005
878,84122,1261
879,886536,23792
880,192428,3975
881,-1,-1
882,939959,12770
883,105015,1521
884,1017602,19048
885,439169,5265
886,167479,2417
887,1038142,25295
888,132902,2601
889,551790,9124
890,117442,1940
891,807887,11906
892,2786294,48276
893,385638,2109
894,19594,226
895,624838,10307
896,358731,5096
897,142234,2589
898,636146,7182
899,56213,706
900,516919,10628
901,71069,228
902,843499,16911
903,330405,5644
904,3673400,61795
905,464428,6131
906,306734,7747
907,95491,1558
908,2035810,32606
909,1049278,19634
910,29386,502
911,183511,1963
912,1254410,23718
913,686151,13159
914,351746,5731
915,303229,4828
916,431145,6674
917,439938,9987
918,50900,751
919,407237,8238
920,642790,17206
921,773343,17192
922,520977,6958
923,306537,7049
924,584291,8216
925,104679,1470
926,209200,2173
927,303928,5005
928,84122,1261
929,886536,23792
930,192428,3975
931,-1,-1
932,939959,12770
933,105015,1521
934,1017602,19048
935,439169,5265
936,167479,2417
937,1038142,25295
938,132902,2601
939,551790,9124
940,117442,1940
941,807887,11906
942,2786294,48276
943,385638,2109
944,19594,226
945,624838,10307
946,358731,5096
947,142234,2589
948,636146,7182
949,56213,706
950,516919,10628
951,71069,228
952,843499,16911
953,330405,5644
954,3673400,61795
955,464428,6131
956,306734,7747
957,95491,1558
958,2035810,32606
959,1049278,19634
960,29386,502
961,183511,1963
962,1254410,23718
963,686151,13159
964,351746,5731
965,303229,4828
966,431145,6674
967,439938,9987
968,50900,751
969,407237,8238
970,642790,17206
971,773343,17192
972,520977,6958
973,306537,7049
974,584291,8216
975,104679,1470
976,209200,2173
977,303928,5005
978,84122,1261
979,886536,23792
980,192428,3975
981,-1,-1
982,939959,12770
983,105015,1521
984,1017602,19048
985,439169,5265
986,167479,2417
987,1038142,25295
988,132902,2601
989,551790,9124
990,117442,1940
991,807887,11906
992,2786294,48276
993,385638,2109
994,19594,226
995,624838,10307
996,358731,5096
997,142234,2589
998,636146,7182
999,56213,706
1000,516919,10628
1001,71069,228
1002,843499,16911
1003,330405,5644
1004,3673400,61795
1005,464428,6131
1006,306734,7747
1007,95491,1558
1008,2035810,32606
1009,1049278,19634
1010,29386,502
1011,183511,1963
1012,1254410,23718
1013,686151,13159
1014,351746,5731
1015,303229,4828
1016,431145,6674
1017,439938,9987
1018,50900,751
1019,407237,8238
1020,642790,17206
1021,773343,17192
1022,520977,6958
1023,306537,7049
1024,584291,8216
1025,104679,1470
1026,209200,2173
1027,303928,5005
1028,84122,1261
1029,886536,23792
1030,192428,3975
1031,-1,-1
1032,939959,12770
1033,105015,1521
1034,1017602,19048
1035,439169,5265
1036,167479,2417
1037,1038142,25295
1038,132902,2601
1039,551790,9124
1040,117442,1940
1041,807887,11906
1042,2786294,48276
1043,385638,2109
1044,19594,226
1045,624838,10307
1046,358731,5096
1047,142234,2589
1048,636146,7182
1049,56213,706
1050,516919,10628
1051,71069,228
1052,843499,16911
1053,330405,5644
1054,3673400,61795
1055,464428,6131
1056,306734,7747
1057,95491,1558
1058,2035810,32606
1059,1049278,19634
1060,29386,502
1061,183511,1963
1062,1254410,23718
1063,686151,13159
1064,351746,5731
1065,303229,4828
1066,431145,6674
1067,439938,9987
1068,50900,751
1069,407237,8238
1070,642790,17206
1071,773343,17192
1072,520977,6958
1073,306537,7049
1074,584291,8216
1075,104679,1470
1076,209200,2173
1077,303928,5005
1078,84122,1261
1079,886536,23792
1080,192428,3975
1081,-1,-1
1082,939959,12770
1083,105015,1521
1084,1017602,19048
1085,439169,5265
1086,167479,2417
1087,1038142,25295
1088,132902,2601
1089,551790,9124
1090,117442,1940
1091,807887,11906
1092,2786294,48276
1093,385638,2109
1094,19594,226
1095,624838,10307
1096,358731,5096
1097,142234,2589
1098,636146,7182
1099,56213,706
1100,516919,10628
1101,71069,228
1102,843499,16911
1103,330405,5644
1104,3673400,61795
1105,464428,6131
1106,306734,7747
1107,95491,1558
1108,2035810,32606
1109,1049278,19634
1110,29386,502
1111,183511,1963
1112,1254410,23718
1113,686151,13159
1114,351746,5731
1115,303229,4828
1116,431145,6674
1117,439938,9987
1118,50900,751
1119,407237,8238
1120,642790,17206
1121,773343,17192
1122,520977,6958
1123,306537,7049
1124,584291,8216
1125,104679,1470
1126,209200,2173
1127,303928,5005
1128,84122,1261
1129,886536,23792
1130,192428,3975
1131,-1,-1
1132,939959,12770
1133,105015,1521
1134,1017602,19048
1135,439169,5265
1136,167479,2417
1137,1038142,25295
1138,132902,2601
1139,551790,9124
1140,117442,1940
1141,807887,11906
1142,2786294,48276
1143,385638,2109
1144,19594,226
1145,624838,10307
1146,358731,5096
1147,142234,2589
1148,636146,7182
1149,56213,706
1150,516919,10628
1151,71069,228
1152,843499,16911
1153,330405,5644
1154,3673400,61795
1155,464428,6131
1156,306734,7747
1157,95491,1558
1158,2035810,32606
1159,1049278,19634
1160,29386,502
1161,183511,1963
1162,1254410,23718
1163,686151,13159
1164,351746,5731
1165,303229,4828
1166,431145,6674
1167,439938,9987
1168,50900,751
1169,407237,8238
1170,642790,17206
1171,773343,17192
1172,520977,6958
1173,306537,7049
1174,584291,8216
1175,104679,1470
1176,209200,2173
1177,303928,5005
1178,84122,1261
1179,886536,23792
1180,192428,3975
1181,-1,-1
1182,939959,12770
1183,105015,1521
1184,1017602,19048
1185,439169,5265
1186,167479,2417
1187,1038142,25295
1188,132902,2601
1189,551790,9124
1190,117442,1940
1191,807887,11906
1192,2786294,48276
1193,385638,2109
1194,19594,226
1195,624838,10307
1196,358731,5096
1197,142234,2589
1198,636146,7182
1199,56213,706
1200,516919,10628
1201,71069,228
1202,843499,16911
1203,330405,5644
1204,3673400,61795
1205,464428,6131
1206,306734,7747
1207,95491,1558
1208,2035810,32606
1209,1049278,19634
1210,29386,502
1211,183511,1963
1212,1254410,23718
1213,686151,13159
1214,351746,5731
1215,303229,4828
1216,431145,6674
1217,439938,9987
1218,50900,751
1219,407237,8238
1220,642790,17206
1221,773343,17192
1222,520977,6958
1223,306537,7049
1224,584291,8216
1225,104679,1470
1226,209200,2173
1227,303928,5005
1228,84122,1261
1229,886536,23792
1230,192428,3975
1231,-1,-1
1232,939959,12770
1233,105015,1521
1234,1017602,19048
1235,439169,5265
1236,167479,2417
1237,1038142,25295
1238,132902,2601
1239,551790,9124
1240,117442,1940
1241,807887,11906
1242,2786294,48276
1243,385638,2109
1244,19594,226
1245,624838,10307
1246,358731,5096
1247,142234,2589
1248,636146,7182
1249,56213,706
1250,516919,10628
1251,71069,228
1252,843499,16911
1253,330405,5644
1254,3673400,61795
1255,464428,6131
1256,306734,7747
1257,95491,1558
1258,2035810,32606
1259,1049278,19634
1260,29386,502
1261,183511,1963
1262,1254410,23718
1263,686151,13159
1264,351746,5731
1265,303229,4828
1266,431145,6674
1267,439938,9987
1268,50900,751
1269,407237,8238
1270,642790,17206
1271,773343,17192
1272,520977,6958
1273,306537,7049
1274,584291,8216
1275,104679,1470
1276,209200,2173
1277,303928,5005
1278,84122,1261
1279,886536,23792
1280,192428,3975
1281,-1,-1
1282,939959,12770
1283,105015,1521
1284,1017602,19048
1285,439169,5265
1286,167479,2417
1287,1038142,25295
1288,132902,2601
1289,551790,9124
1290,117442,1940
1291,807887,11906
1292,2786294,48276
1293,385638,2109
1294,19594,226
1295,624838,10307
1296,358731,5096
1297,142234,2589
1298,636146,7182
1299,56213,706
1300,516919,10628
1301,71069,228
1302,843499,16911
1303,330405,5644
1304,3673400,61795
1305,464428,6131
1306,306734,7747
1307,95491,1558
1308,2035810,32606
1309,1049278,19634
1310,29386,502
1311,183511,1963
1312,1254410,23718
1313,686151,13159
1314,351746,5731
1315,303229,4828
1316,431145,6674
1317,439938,9987
1318,50900,751
1319,407237,8238
1320,642790,17206
1321,773343,17192
1322,520977,6958
1323,306537,7049
1324,584291,8216
1325,104679,1470
1326,209200,2173
1327,303928,5005
1328,84122,1261
1329,886536,23792
1330,192428,3975
1331,-1,-1
1332,939959,12770
1333,105015,1521
1334,1017602,19048
1335,439169,5265
1336,167479,2417
1337,1038142,25295
1338,132902,2601
1339,551790,9124
1340,117442,1940
1341,807887,11906
1342,2786294,48276
1343,385638,2109
1344,19594,226
1345,624838,10307
1346,358731,5096
1347,142234,2589
1348,636146,7182
1349,56213,706
1350,516919,10628
1351,71069,228
1352,843499,16911
1353,330405,5644
1354,3673400,61795
1355,464428,6131
1356,306734,7747
1357,95491,1558
1358,2035810,32606
1359,1049278,19634
1360,29386,502
1361,183511,1963
1362,1254410,23718
1363,686151,13159
1364,351746,5731
1365,303229,4828
1366,431145,6674
1367,439938,9987
1368,50900,751
1369,407237,8238
1370,642790,17206
1371,773343,17192
1372,520977,6958
1373,306537,7049
1374,584291,8216
1375,104679,1470
1376,209200,2173
1377,303928,5005
1378,84122,1261
1379,886536,23792
1380,192428,3975
1381,-1,-1
1382,939959,12770
1383,105015,1521
1384,1017602,19048
1385,439169,5265
1386,167479,2417
1387,1038142,25295
1388,132902,2601
1389,551790,9124
1390,117442,1940
1391,807887,11906
1392,2786294,48276
1393,385638,2109
1394,19594,226
1395,624838,10307
1396,358731,5096
1397,142234,2589
1398,636146,7182
1399,56213,706
1400,516919,10628
1401,71069,228
1402,843499,16911
1403,330405,5644
1404,3673400,61795
1405,464428,6131
1406,306734,7747
1407,95491,1558
1408,2035810,32606
1409,1049278,19634
1410,29386,502
1411,183511,1963
1412,1254410,23718
1413,686151,13159
1414,351746,5731
1415,303229,4828
1416,431145,6674
1417,439938,9987
1418,50900,751
1419,407237,8238
1420,642790,17206
1421,773343,17192
1422,520977,6958
1423,306537,7049
1424,584291,8216
1425,104679,1470
1426,209200,2173
1427,303928,5005
1428,84122,1261
1429,886536,23792
1430,192428,3975
1431,-1,-1
1432,939959,12770
1433,105015,1521
1434,1017602,19048
1435,439169,5265
1436,167479,2417
1437,1038142,25295
1438,132902,2601
1439,551790,9124
1440,117442,1940
1441,807887,11906
1442,2786294,48276
1443,385638,2109
1444,19594,226
1445,624838,10307
1446,358731,5096
1447,142234,2589
1448,636146,7182
1449,56213,706
1450,516919,10628
1451,71069,228
1452,843499,16911
1453,330405,5644
1454,3673400,61795
1455,464428,6131
1456,306734,7747
1457,95491,1558
1458,2035810,32606
1459,1049278,19634
1460,29386,502
1461,183511,1963
1462,1254410,23718
1463,686151,13159
1464,351746,5731
1465,303229,4828
1466,431145,6674
1467,439938,9987
1468,50900,751
1469,407237,8238
1470,642790,17206
1471,773343,17192
1472,520977,6958
1473,306537,7049
1474,584291,8216
1475,104679,1470
1476,209200,2173
1477,303928,5005
1478,84122,1261
1479,886536,23792
1480,192428,3975
1481,-1,-1
1482,939959,12770
1483,105015,1521
1484,1017602,19048
1485,439169,5265
1486,167479,2417
1487,1038142,25295
1488,132902,2601
1489,551790,9124
1490,117442,1940
1491,807887,11906
1492,2786294,48276
1493,385638,2109
1494,19594,226
1495,624838,10307
1496,358731,5096
1497,142234,2589
1498,636146,7182
1499,56213,706
